KMLid,OBJECTID,Validity_d,area,bp_address,deal_props,dealing,house_no,last_sale,postcode,price,propid,sale_date,strata,street,suburb,urbanity
3326000/3326103,334701,29 March 2026,2099,"17B MALTON RD, BEECROFT NSW 2119",1,AT670717,17B,Y,2119,3823000,3326103,9 September 2023,0,MALTON ROAD,BEECROFT,U
650000/650532,321367,29 March 2026,916.9,"16 KEDRON AVE, BEECROFT NSW 2119",1,AQ629368,16,Y,2119,2810000,650532,9 October 2020,0,KEDRON AVENUE,BEECROFT,U
3927000/3927507,335948,29 March 2026,988.2,"18 PENRHYN AVE, BEECROFT NSW 2119",1,AQ573409,18,Y,2119,1600000,3927507,9 October 2020,0,PENRHYN AVENUE,BEECROFT,U
648000/648341,320373,29 March 2026,695.6,"77 HULL RD, BEECROFT NSW 2119",1,AU830127,77,Y,2119,2365000,648341,9 November 2024,0,HULL ROAD,BEECROFT,U
655000/655820,1396306,29 March 2026,897.9,"18 MARWOOD DR, BEECROFT NSW 2119",1,AR855331,18,Y,2119,2475000,655820,9 November 2021,0,MARWOOD DRIVE,BEECROFT,U
624000/624246,309996,29 March 2026,1088,"6 ALBERT RD, BEECROFT NSW 2119",1,AP797142,6,Y,2119,2420000,624246,9 November 2019,0,ALBERT ROAD,BEECROFT,U
634000/634146,314240,29 March 2026,1012,"29 CHAPMAN AVE, BEECROFT NSW 2119",1,AP751287,29,Y,2119,1810000,634146,9 November 2019,0,CHAPMAN AVENUE,BEECROFT,U
660000/660316,325438,29 March 2026,1012,"3 OAKLANDS AVE, BEECROFT NSW 2119",1,AP752413,3,Y,2119,3553000,660316,9 November 2019,0,OAKLANDS AVENUE,BEECROFT,U
652000/652144,1396129,29 March 2026,904.2,"85 LAMORNA AVE, BEECROFT NSW 2119",1,AP787353,85,Y,2119,1655000,652144,9 November 2019,0,LAMORNA AVENUE,BEECROFT,U
632000/632972,313731,29 March 2026,573.8,"51A CARDINAL AVE, BEECROFT NSW 2119",1,AV127383,51A,Y,2119,1850000,632972,9 May 2025,0,CARDINAL AVENUE,BEECROFT,U
626000/626738,1394733,29 March 2026,1208,"48 BAMBARA CRES, BEECROFT NSW 2119",1,AQ189051,48,Y,2119,1375000,626738,9 May 2020,0,BAMBARA CRESCENT,BEECROFT,U
652000/652163,1396144,29 March 2026,935.8,"47 LAMORNA AVE, BEECROFT NSW 2119",1,AU226273,47,Y,2119,3700000,652163,9 March 2024,0,LAMORNA AVENUE,BEECROFT,U
663000/663429,326325,29 March 2026,910.6,"6 PARK AVE, BEECROFT NSW 2119",1,AT23195,6,Y,2119,2420000,663429,9 March 2023,0,PARK AVENUE,BEECROFT,U
634000/634189,314259,29 March 2026,1151,"52 CHAPMAN AVE, BEECROFT NSW 2119",1,AR302011,52,Y,2119,2866000,634189,9 June 2021,0,CHAPMAN AVENUE,BEECROFT,U
660000/660312,325436,29 March 2026,1012,"6 OAKLANDS AVE, BEECROFT NSW 2119",1,AQ251447,6,Y,2119,2100000,660312,9 June 2020,0,OAKLANDS AVENUE,BEECROFT,U
652000/652160,1396142,29 March 2026,1144,"53 LAMORNA AVE, BEECROFT NSW 2119",1,AS441729,53,Y,2119,2480000,652160,9 July 2022,0,LAMORNA AVENUE,BEECROFT,U
657000/657825,1396513,29 March 2026,916.9,"88 MURRAY FARM RD, BEECROFT NSW 2119",1,AV807405,88,Y,2119,3500000,657825,9 December 2025,0,MURRAY FARM ROAD,BEECROFT,U
648000/648370,320387,29 March 2026,1100,"35 HULL RD, BEECROFT NSW 2119",1,AT868734,35,Y,2119,3435000,648370,9 December 2023,0,HULL ROAD,BEECROFT,U
667000/667862,328026,29 March 2026,897.9,"12 RODNEY AVE, BEECROFT NSW 2119",1,AS902164,12,Y,2119,1730000,667862,9 December 2022,0,RODNEY AVENUE,BEECROFT,U
635000/635791,314967,29 March 2026,841,"187 COPELAND RD, BEECROFT NSW 2119",1,AQ732707,187,Y,2119,1561000,635791,9 December 2020,0,COPELAND ROAD,BEECROFT,U
3927000/3927114,335939,29 March 2026,866.3,"9 COPELAND RD, BEECROFT NSW 2119",1,AQ735211,9,Y,2119,1800000,3927114,9 December 2020,0,COPELAND ROAD,BEECROFT,U
635000/635849,314998,29 March 2026,1640,"127 COPELAND RD, BEECROFT NSW 2119",1,AU553337,127,Y,2119,3490000,635849,9 August 2024,0,COPELAND ROAD,BEECROFT,U
646000/646021,319212,29 March 2026,815.7,"64 HANNAH ST, BEECROFT NSW 2119",1,AU372890,64,Y,2119,2750000,646021,9 August 2024,0,HANNAH STREET,BEECROFT,U
629000/629097,1394796,29 March 2026,929.5,"1 BINGARA RD, BEECROFT NSW 2119",1,AV225556,1,Y,2119,3000000,629097,9 April 2025,0,BINGARA ROAD,BEECROFT,U
657000/657899,1396563,29 March 2026,878.9,"173 MURRAY FARM RD, BEECROFT NSW 2119",1,AU85266,173,Y,2119,2095000,657899,9 April 2024,0,MURRAY FARM ROAD,BEECROFT,U
634000/634136,314232,29 March 2026,1050,"47 CHAPMAN AVE, BEECROFT NSW 2119",1,AS107412,47,Y,2119,2875000,634136,9 April 2022,0,CHAPMAN AVENUE,BEECROFT,U
652000/652143,1396128,29 March 2026,847.3,"87 LAMORNA AVE, BEECROFT NSW 2119",1,AR225239,87,Y,2119,2060000,652143,9 April 2021,0,LAMORNA AVENUE,BEECROFT,U
650000/650399,1395956,29 March 2026,1012,"74 KARRIL AVE, BEECROFT NSW 2119",1,AT524335,74,Y,2119,2180000,650399,8 September 2023,0,KARRIL AVENUE,BEECROFT,U
664000/664735,1396976,29 March 2026,885.2,"26 MAHER CL, BEECROFT NSW 2119",1,AT632168,26,Y,2119,2380000,664735,8 September 2023,0,MAHER CLOSE,BEECROFT,U
660000/660049,1396691,29 March 2026,834.7,"27 NORWOOD AVE, BEECROFT NSW 2119",1,AP619132,27,Y,2119,1580000,660049,8 September 2019,0,NORWOOD AVENUE,BEECROFT,U
648000/648244,320317,29 March 2026,875.8,"64 HULL RD, BEECROFT NSW 2119",1,AU784001,64,Y,2119,3410000,648244,8 October 2024,0,HULL ROAD,BEECROFT,U
634000/634220,314281,29 March 2026,1416,"112 CHAPMAN AVE, BEECROFT NSW 2119",1,AR522411,112,Y,2119,3250000,634220,8 October 2021,0,CHAPMAN AVENUE,BEECROFT,U
633000/633015,313749,29 March 2026,986.4,"26 CARDINAL AVE, BEECROFT NSW 2119",1,AQ611885,26,Y,2119,1650000,633015,8 October 2020,0,CARDINAL AVENUE,BEECROFT,U
3927000/3927499,335946,29 March 2026,697.2,"114 HANNAH ST, BEECROFT NSW 2119",1,AV964870,114,Y,2119,1850000,3927499,8 November 2025,0,HANNAH STREET,BEECROFT,U
626000/626860,311056,29 March 2026,787.4,"18 BANGALOW AVE, BEECROFT NSW 2119",1,AP798097,18,Y,2119,1910000,626860,8 November 2019,0,BANGALOW AVENUE,BEECROFT,U
3481000/3481029,334996,29 March 2026,1475,"3A GLENELG PL, BEECROFT NSW 2119",1,AV164370,3A,Y,2119,3090000,3481029,8 May 2025,0,GLENELG PLACE,BEECROFT,U
635000/635781,314962,29 March 2026,950,"199 COPELAND RD, BEECROFT NSW 2119",1,AR180545,199,Y,2119,2175000,635781,8 May 2021,0,COPELAND ROAD,BEECROFT,U
652000/652088,1396091,29 March 2026,923.2,"20 LAMORNA AVE, BEECROFT NSW 2119",1,AR169709,20,Y,2119,1750000,652088,8 May 2021,0,LAMORNA AVENUE,BEECROFT,U
2823000/2823059,333009,29 March 2026,1011,"177D COPELAND RD, BEECROFT NSW 2119",1,AQ224545,177D,Y,2119,1910000,2823059,8 May 2020,0,COPELAND ROAD,BEECROFT,U
673000/673753,330745,29 March 2026,866.3,"8 TRISTANIA WAY, BEECROFT NSW 2119",1,AT934312,8,Y,2119,1960000,673753,8 March 2024,0,TRISTANIA WAY,BEECROFT,U
648000/648236,320312,29 March 2026,1435,"46 HULL RD, BEECROFT NSW 2119",1,AS509409,46,Y,2119,5000000,648236,8 July 2022,0,HULL ROAD,BEECROFT,U
3517000/3517145,335077,29 March 2026,2368,"25 MALTON RD, BEECROFT NSW 2119",1,AR502271,25,Y,2119,5210000,3517145,8 July 2021,0,MALTON ROAD,BEECROFT,U
671000/671813,329721,29 March 2026,1322,"100A SUTHERLAND RD, BEECROFT NSW 2119",1,AU997165,100A,Y,2119,2750000,671813,8 January 2025,0,SUTHERLAND ROAD,BEECROFT,U
3922000/3922740,335917,29 March 2026,1305,"14 JESMOND CRES, BEECROFT NSW 2119",1,AQ787179,14,Y,2119,2250000,3922740,8 December 2020,0,JESMOND CRESCENT,BEECROFT,U
3881000/3881023,335764,29 March 2026,789.2,"28 CARLISLE CRES, BEECROFT NSW 2119",1,AQ148169,28,Y,2119,1700000,3881023,8 April 2020,0,CARLISLE CRESCENT,BEECROFT,U
3742000/3742626,335463,29 March 2026,734.7,"38 SUTHERLAND RD, BEECROFT NSW 2119",1,AV687798,38,Y,2119,2100000,3742626,7 September 2025,0,SUTHERLAND ROAD,BEECROFT,U
634000/634141,314235,29 March 2026,1720,"39 CHAPMAN AVE, BEECROFT NSW 2119",1,AU641585,39,Y,2119,4800000,634141,7 September 2024,0,CHAPMAN AVENUE,BEECROFT,U
654000/654048,1396202,29 March 2026,935.8,"6 LYNBRAE AVE, BEECROFT NSW 2119",1,AT652423,6,Y,2119,1970000,654048,7 September 2023,0,LYNBRAE AVENUE,BEECROFT,U
635000/635789,314966,29 March 2026,765.1,"191 COPELAND RD, BEECROFT NSW 2119",1,AP585298,191,Y,2119,1920000,635789,7 September 2019,0,COPELAND ROAD,BEECROFT,U
626000/626711,1394717,29 March 2026,935.8,"35 BAMBARA CRES, BEECROFT NSW 2119",1,AP616433,35,Y,2119,1608000,626711,7 September 2019,0,BAMBARA CRESCENT,BEECROFT,U
661000/661212,1396714,29 March 2026,923.2,"63 ORCHARD RD, BEECROFT NSW 2119",1,AP662333,63,Y,2119,1580000,661212,7 September 2019,0,ORCHARD ROAD,BEECROFT,U
634000/634203,314270,29 March 2026,3350,"90A CHAPMAN AVE, BEECROFT NSW 2119",1,AT695935,90A,Y,2119,6550000,634203,7 October 2023,0,CHAPMAN AVENUE,BEECROFT,U
652000/652147,1396131,29 March 2026,923.2,"79 LAMORNA AVE, BEECROFT NSW 2119",1,AT610942,79,Y,2119,2125000,652147,7 October 2023,0,LAMORNA AVENUE,BEECROFT,U
633000/633017,313750,29 March 2026,980.1,"87 CHAPMAN AVE, BEECROFT NSW 2119",1,AU668632,87,Y,2119,2200000,633017,7 November 2024,0,CHAPMAN AVENUE,BEECROFT,U
652000/652093,1396094,29 March 2026,929.5,"30 LAMORNA AVE, BEECROFT NSW 2119",1,AU805436,30,Y,2119,2300000,652093,7 November 2024,0,LAMORNA AVENUE,BEECROFT,U
629000/629790,312454,29 March 2026,1100,"33 BORONIA AVE, BEECROFT NSW 2119",1,AT774418,33,Y,2119,4250000,629790,7 November 2023,0,BORONIA AVENUE,BEECROFT,U
660000/660308,325434,29 March 2026,858.4,"14 OAKLANDS AVE, BEECROFT NSW 2119",1,AQ633340,14,Y,2119,1710000,660308,7 November 2020,0,OAKLANDS AVENUE,BEECROFT,U
656000/656027,1396327,29 March 2026,935.8,"7 MAWSON AVE, BEECROFT NSW 2119",1,AT185973,7,Y,2119,2350000,656027,7 May 2023,0,MAWSON AVENUE,BEECROFT,U
3104000/3104012,334100,29 March 2026,724.1,"19 HANNAH ST, BEECROFT NSW 2119",1,AV29196,19,Y,2119,2900000,3104012,7 March 2025,0,HANNAH STREET,BEECROFT,U
4530000/4530191,336673,29 March 2026,600.3,"43B COPELAND RD, BEECROFT NSW 2119",1,AU227102,43B,Y,2119,1920000,4530191,7 March 2024,0,COPELAND ROAD,BEECROFT,U
4472000/4472750,336614,29 March 2026,151.8,"WONGALA CRES, BEECROFT NSW 2119",1,AT1245,,Y,2119,1060000,4472750,7 March 2023,0,WONGALA CRESCENT,BEECROFT,U
678000/678107,332848,29 March 2026,733.5,"19 YORK ST, BEECROFT NSW 2119",1,AQ44846,19,Y,2119,2257000,678107,7 March 2020,0,YORK STREET,BEECROFT,U
648000/648233,320309,29 March 2026,961.1,"38 HULL RD, BEECROFT NSW 2119",1,AV228987,38,Y,2119,2880000,648233,7 June 2025,0,HULL ROAD,BEECROFT,U
655000/655838,323528,29 March 2026,1208,"12A MARY ST, BEECROFT NSW 2119",1,AV301159,12A,Y,2119,2310000,655838,7 June 2025,0,MARY STREET,BEECROFT,U
624000/624228,309984,29 March 2026,739.8,"44 ALBERT RD, BEECROFT NSW 2119",1,AR472750,44,Y,2119,2430000,624228,7 July 2021,0,ALBERT ROAD,BEECROFT,U
650000/650520,321360,29 March 2026,1087,"7 KEDRON AVE, BEECROFT NSW 2119",1,AR282094,7,Y,2119,2530000,650520,7 July 2021,0,KEDRON AVENUE,BEECROFT,U
635000/635792,314968,29 March 2026,4768,"185 COPELAND RD, BEECROFT NSW 2119",1,AV964902,185,Y,2119,3050000,635792,7 February 2026,0,COPELAND ROAD,BEECROFT,U
4383000/4383372,336492,29 March 2026,681.8,"50A SUTHERLAND RD, BEECROFT NSW 2119",1,AU912544,50A,Y,2119,1850000,4383372,7 February 2025,0,SUTHERLAND ROAD,BEECROFT,U
632000/632989,313738,29 March 2026,1048,"21 CARDINAL AVE, BEECROFT NSW 2119",1,AP274777,21,Y,2119,2470000,632989,7 February 2019,0,CARDINAL AVENUE,BEECROFT,U
674000/674918,331359,29 March 2026,948.5,"1 WANDEEN AVE, BEECROFT NSW 2119",1,AU876435,1,Y,2119,4450000,674918,7 December 2024,0,WANDEEN AVENUE,BEECROFT,U
3803000/3803548,335597,29 March 2026,1073,"36 CARDINAL AVE, BEECROFT NSW 2119",1,AU842501,36,Y,2119,2800000,3803548,7 December 2024,0,CARDINAL AVENUE,BEECROFT,U
671000/671789,329706,29 March 2026,1992,"66 SUTHERLAND RD, BEECROFT NSW 2119",1,AQ927780,66,Y,2119,1212000,671789,7 December 2020,0,SUTHERLAND ROAD,BEECROFT,U
669000/669043,328552,29 March 2026,945.4,"10 SEALE CL, BEECROFT NSW 2119",1,AP888341,10,Y,2119,2552000,669043,7 December 2019,0,SEALE CLOSE,BEECROFT,U
642000/642061,1395695,29 March 2026,942.2,"27 FINLAY AVE, BEECROFT NSW 2119",1,AP873021,27,Y,2119,2360000,642061,7 December 2019,0,FINLAY AVENUE,BEECROFT,U
657000/657844,1396527,29 March 2026,739.8,"126 MURRAY FARM RD, BEECROFT NSW 2119",1,AP838412,126,Y,2119,1680000,657844,7 December 2019,0,MURRAY FARM ROAD,BEECROFT,U
648000/648245,320318,29 March 2026,875.8,"66 HULL RD, BEECROFT NSW 2119",1,AQ404826,66,Y,2119,1895000,648245,7 August 2020,0,HULL ROAD,BEECROFT,U
635000/635787,314965,29 March 2026,1220,"193 COPELAND RD, BEECROFT NSW 2119",1,AU957589,193,Y,2119,2500000,635787,7 April 2025,0,COPELAND ROAD,BEECROFT,U
670000/670795,329322,29 March 2026,796,"9B SPRING ST, BEECROFT NSW 2119",1,AR142892,9B,Y,2119,2110000,670795,7 April 2021,0,SPRING STREET,BEECROFT,U
624000/624274,310013,29 March 2026,1663,"51A ALBERT RD, BEECROFT NSW 2119",1,AV480623,51A,Y,2119,2650000,624274,6 September 2025,0,ALBERT ROAD,BEECROFT,U
660000/660066,1396699,29 March 2026,739.8,"2 NORWOOD AVE, BEECROFT NSW 2119",1,AV527533,2,Y,2119,2815000,660066,6 September 2025,0,NORWOOD AVENUE,BEECROFT,U
654000/654155,322846,29 March 2026,809.4,"23 LYNDON WAY, BEECROFT NSW 2119",1,AR531195,23,Y,2119,2525000,654155,6 September 2021,0,LYNDON WAY,BEECROFT,U
4232000/4232626,336334,29 March 2026,464.5,"6 KNOX PL, NORMANHURST NSW 2076",1,AT585978,6,Y,2076,1525000,4232626,9 September 2023,0,KNOX PLACE,NORMANHURST,U
671000/671370,329567,29 March 2026,733.8,"31 STUART AVE, NORMANHURST NSW 2076",1,AP254373,31,Y,2076,505000,671370,9 May 2019,0,STUART AVENUE,NORMANHURST,U
3978000/3978400,336047,29 March 2026,1107,"19A MOUNT PLEASANT AVE, NORMANHURST NSW 2076",1,AP216940,19A,Y,2076,1135000,3978400,9 March 2019,0,MOUNT PLEASANT AVENUE,NORMANHURST,U
659000/659644,325135,29 March 2026,973.8,"14 NORMANHURST RD, NORMANHURST NSW 2076",1,AS532887,14,Y,2076,2150000,659644,9 July 2022,0,NORMANHURST ROAD,NORMANHURST,U
3975000/3975572,336039,29 March 2026,606,"1C NEPEAN AVE, NORMANHURST NSW 2076",1,AS26885,1C,Y,2076,2046000,3975572,9 February 2022,0,NEPEAN AVENUE,NORMANHURST,U
665000/665001,326776,29 March 2026,1033,"47 PENNANT HILLS RD, NORMANHURST NSW 2076",1,AU671900,47,Y,2076,144000,665001,9 December 2024,0,PENNANT HILLS ROAD,NORMANHURST,U
626000/626890,311074,29 March 2026,1170,"5 BANKSIA ST, NORMANHURST NSW 2076",1,AR816584,5,Y,2076,2000000,626890,9 December 2021,0,BANKSIA STREET,NORMANHURST,U
3972000/3972203,336020,29 March 2026,696.8,"23 STUART AVE, NORMANHURST NSW 2076",1,AU546892,23,Y,2076,1955000,3972203,8 September 2024,0,STUART AVENUE,NORMANHURST,U
660000/660186,325346,29 March 2026,1113,"5A OAK ST, NORMANHURST NSW 2076",1,AS701797,5A,Y,2076,2100000,660186,8 September 2022,0,OAK STREET,NORMANHURST,U
657000/657331,324121,29 March 2026,669.6,"71A MOUNT PLEASANT AVE, NORMANHURST NSW 2076",1,AR213371,71A,Y,2076,2040000,657331,8 May 2021,0,MOUNT PLEASANT AVENUE,NORMANHURST,U
658000/658565,324564,29 March 2026,846.6,"29 NEPEAN AVE, NORMANHURST NSW 2076",1,AR14344,29,Y,2076,1850000,658565,8 March 2021,0,NEPEAN AVENUE,NORMANHURST,U
643000/643258,317813,29 March 2026,866.3,"14 FRITH AVE, NORMANHURST NSW 2076",1,AU323256,14,Y,2076,1865000,643258,8 June 2024,0,FRITH AVENUE,NORMANHURST,U
652000/652753,322264,29 March 2026,1119,"15 LENNOX ST, NORMANHURST NSW 2076",1,AU382153,15,Y,2076,2765000,652753,8 June 2024,0,LENNOX STREET,NORMANHURST,U
643000/643097,317739,29 March 2026,619.1,"23A FRASER RD, NORMANHURST NSW 2076",1,AS456223,23A,Y,2076,1870000,643097,8 June 2022,0,FRASER ROAD,NORMANHURST,U
647000/647952,320159,29 March 2026,1469,"4 HINEMOA AVE, NORMANHURST NSW 2076",1,AP519538,4,Y,2076,1206000,647952,8 June 2019,0,HINEMOA AVENUE,NORMANHURST,U
658000/658108,324337,29 March 2026,739.8,"18 MYRTLE ST, NORMANHURST NSW 2076",1,AV174178,18,Y,2076,1669000,658108,8 February 2025,0,MYRTLE STREET,NORMANHURST,U
643000/643118,317751,29 March 2026,904.2,"20 FRASER RD, NORMANHURST NSW 2076",1,AR930028,20,Y,2076,2150000,643118,8 December 2021,0,FRASER ROAD,NORMANHURST,U
661000/661300,325869,29 March 2026,1372,"36A OSBORN RD, NORMANHURST NSW 2076",1,AQ734044,36A,Y,2076,1450000,661300,8 December 2020,0,OSBORN ROAD,NORMANHURST,U
648000/648005,320178,29 March 2026,1511,"66 HINEMOA AVE, NORMANHURST NSW 2076",1,AT249640,66,Y,2076,1640000,648005,8 April 2023,0,HINEMOA AVENUE,NORMANHURST,U
657000/657335,324125,29 March 2026,1069,"65A MOUNT PLEASANT AVE, NORMANHURST NSW 2076",1,AU627819,65A,Y,2076,2020000,657335,7 September 2024,0,MOUNT PLEASANT AVENUE,NORMANHURST,U
639000/639082,316276,29 March 2026,739.8,"25 DUNBAR CL, NORMANHURST NSW 2076",1,AP619529,25,Y,2076,1277000,639082,7 September 2019,0,DUNBAR CLOSE,NORMANHURST,U
658000/658124,324342,29 March 2026,695.6,"21 MYRTLE ST, NORMANHURST NSW 2076",1,AT706961,21,Y,2076,1925000,658124,7 October 2023,0,MYRTLE STREET,NORMANHURST,U
658000/658571,324568,29 March 2026,848.1,"37 NEPEAN AVE, NORMANHURST NSW 2076",1,AT677254,37,Y,2076,2068000,658571,7 October 2023,0,NEPEAN AVENUE,NORMANHURST,U
3975000/3975573,336040,29 March 2026,533,"105 PENNANT HILLS RD, NORMANHURST NSW 2076",1,AT616100,105,Y,2076,1345000,3975573,7 October 2023,0,PENNANT HILLS ROAD,NORMANHURST,U
636000/636647,315378,29 March 2026,765.1,"20 CURRAWONG AVE, NORMANHURST NSW 2076",1,AS769970,20,Y,2076,1450000,636647,7 October 2022,0,CURRAWONG AVENUE,NORMANHURST,U
2899000/2899016,333314,29 March 2026,621,"4A CALGA AVE, NORMANHURST NSW 2076",1,AR707106,4A,Y,2076,2120000,2899016,7 October 2021,0,CALGA AVENUE,NORMANHURST,U
3748000/3748324,335488,29 March 2026,545.6,"11C MOUNT PLEASANT AVE, NORMANHURST NSW 2076",1,AR869086,11C,Y,2076,2305000,3748324,7 October 2021,0,MOUNT PLEASANT AVENUE,NORMANHURST,U
3972000/3972533,336029,29 March 2026,1012,"35 CAMPBELL AVE, NORMANHURST NSW 2076",1,AR681131,35,Y,2076,2700000,3972533,7 October 2021,0,CAMPBELL AVENUE,NORMANHURST,U
639000/639079,316274,29 March 2026,784.1,"31 DUNBAR CL, NORMANHURST NSW 2076",1,AQ509983,31,Y,2076,97500,639079,7 October 2020,0,DUNBAR CLOSE,NORMANHURST,U
667000/667537,327880,29 March 2026,1625,"6 RIVERTOP CL, NORMANHURST NSW 2076",1,AV850935,6,Y,2076,1785000,667537,7 November 2025,0,RIVERTOP CLOSE,NORMANHURST,U
2867000/2867702,333175,29 March 2026,756.7,"33 STUART AVE, NORMANHURST NSW 2076",1,AQ719814,33,Y,2076,1800000,2867702,7 November 2020,0,STUART AVENUE,NORMANHURST,U
4366000/4366696,336479,29 March 2026,623.7,"14A HARRIS RD, NORMANHURST NSW 2076",1,AR168887,14A,Y,2076,900000,4366696,7 May 2021,0,HARRIS ROAD,NORMANHURST,U
647000/647921,320149,29 March 2026,1277,"49 HINEMOA AVE, NORMANHURST NSW 2076",1,AT278598,49,Y,2076,2600000,647921,7 June 2023,0,HINEMOA AVENUE,NORMANHURST,U
4078000/4078039,336170,29 March 2026,450.2,"30 KNOX PL, NORMANHURST NSW 2076",1,AS12227,30,Y,2076,2150000,4078039,7 February 2022,0,KNOX PLACE,NORMANHURST,U
3978000/3978423,336048,29 March 2026,700.4,"28 REDGRAVE RD, NORMANHURST NSW 2076",1,AP942264,28,Y,2076,1480000,3978423,7 December 2019,0,REDGRAVE ROAD,NORMANHURST,U
660000/660198,325354,29 March 2026,746.1,"18 OAK ST, NORMANHURST NSW 2076",1,AQ369044,18,Y,2076,1605000,660198,7 August 2020,0,OAK STREET,NORMANHURST,U
661000/661302,325870,29 March 2026,1189.5,"34A OSBORN RD, NORMANHURST NSW 2076",1,AT529922,34A,Y,2076,2180000,661302,6 September 2023,0,OSBORN ROAD,NORMANHURST,U
643000/643252,317809,29 March 2026,708.2,"26 FRITH AVE, NORMANHURST NSW 2076",1,AP801476,26,Y,2076,525000,643252,6 November 2019,0,FRITH AVENUE,NORMANHURST,U
664000/664427,326627,29 March 2026,751.9,"120 PENNANT HILLS RD, NORMANHURST NSW 2076",1,AR50075,120,Y,2076,1170000,664427,6 March 2021,0,PENNANT HILLS ROAD,NORMANHURST,U
667000/667539,327881,29 March 2026,746.1,"8 RIVERTOP CL, NORMANHURST NSW 2076",1,AU398608,8,Y,2076,1926000,667539,6 June 2024,0,RIVERTOP CLOSE,NORMANHURST,U
4235000/4235603,336349,29 March 2026,500,"17B NEPEAN AVE, NORMANHURST NSW 2076",1,AP688162,17B,Y,2076,850000,4235603,6 June 2019,0,NEPEAN AVENUE,NORMANHURST,U
4293000/4293379,336411,29 March 2026,660.5,"9A CALGA AVE, NORMANHURST NSW 2076",1,AR867942,9A,Y,2076,2620000,4293379,6 December 2021,0,CALGA AVENUE,NORMANHURST,U
658000/658592,324578,29 March 2026,861.1,"6 NEPEAN AVE, NORMANHURST NSW 2076",1,AP841376,6,Y,2076,1260000,658592,6 December 2019,0,NEPEAN AVENUE,NORMANHURST,U
657000/657333,324123,29 March 2026,1315,"69 MOUNT PLEASANT AVE, NORMANHURST NSW 2076",1,AR594834,69,Y,2076,1960000,657333,6 August 2021,0,MOUNT PLEASANT AVENUE,NORMANHURST,U
3630000/3630733,335278,29 March 2026,507.4,"12 STUART AVE, NORMANHURST NSW 2076",1,AS649504,12,Y,2076,1675000,3630733,5 September 2022,0,STUART AVENUE,NORMANHURST,U
664000/664981,326765,29 March 2026,959.3,"79A PENNANT HILLS RD, NORMANHURST NSW 2076",1,AS637578,79A,Y,2076,1840000,664981,5 October 2022,0,PENNANT HILLS ROAD,NORMANHURST,U
3912000/3912557,335873,29 March 2026,427.6,"29A REDGRAVE RD, NORMANHURST NSW 2076",1,AT264731,29A,Y,2076,1500000,3912557,5 May 2023,0,REDGRAVE ROAD,NORMANHURST,U
632000/632655,313571,29 March 2026,419.5,"57B CAMPBELL AVE, NORMANHURST NSW 2076",1,AS222757,57B,Y,2076,1500000,632655,5 May 2022,0,CAMPBELL AVENUE,NORMANHURST,U
636000/636676,315394,29 March 2026,999.1,"33A CURRAWONG AVE, NORMANHURST NSW 2076",1,AR148460,33A,Y,2076,1610000,636676,5 May 2021,0,CURRAWONG AVENUE,NORMANHURST,U
3495000/3495404,335033,29 March 2026,557.5,"55 CAMPBELL AVE, NORMANHURST NSW 2076",1,AR240636,55,Y,2076,1620000,3495404,5 May 2021,0,CAMPBELL AVENUE,NORMANHURST,U
3745000/3745582,335478,29 March 2026,1024,"26B OSBORN RD, NORMANHURST NSW 2076",1,AT986572,26B,Y,2076,2400000,3745582,5 March 2024,0,OSBORN ROAD,NORMANHURST,U
631000/631471,313144,29 March 2026,796.5,"16 BUCKINGHAM AVE, NORMANHURST NSW 2076",1,AS55021,16,Y,2076,2100000,631471,5 March 2022,0,BUCKINGHAM AVENUE,NORMANHURST,U
3898000/3898175,335815,29 March 2026,746,"33 HINEMOA AVE, NORMANHURST NSW 2076",1,AT275847,33,Y,2076,1550000,3898175,5 July 2023,0,HINEMOA AVENUE,NORMANHURST,U
632000/632632,313558,29 March 2026,1518,"34 CAMPBELL AVE, NORMANHURST NSW 2076",1,AS798971,34,Y,2076,2800000,632632,5 December 2022,0,CAMPBELL AVENUE,NORMANHURST,U
636000/636652,315381,29 March 2026,695.6,"12 CURRAWONG AVE, NORMANHURST NSW 2076",1,AQ825201,12,Y,2076,1800000,636652,5 December 2020,0,CURRAWONG AVENUE,NORMANHURST,U
3282000/3282770,334608,29 March 2026,753.3,"103 PENNANT HILLS RD, NORMANHURST NSW 2076",1,AV69897,103,Y,2076,1510000,3282770,5 April 2025,0,PENNANT HILLS ROAD,NORMANHURST,U
676000/676906,332265,29 March 2026,771.4,"2 WOODBINE AVE, NORMANHURST NSW 2076",1,AV616158,2,Y,2076,1750000,676906,4 October 2025,0,WOODBINE AVENUE,NORMANHURST,U
632000/632633,313559,29 March 2026,1100,"34A CAMPBELL AVE, NORMANHURST NSW 2076",1,AT756573,34A,Y,2076,2005000,632633,4 October 2023,0,CAMPBELL AVENUE,NORMANHURST,U
3972000/3972571,336032,29 March 2026,810.1,"18 NEPEAN AVE, NORMANHURST NSW 2076",1,AT709670,18,Y,2076,1600000,3972571,4 November 2023,0,NEPEAN AVENUE,NORMANHURST,U
647000/647990,320172,29 March 2026,942.5,"44 HINEMOA AVE, NORMANHURST NSW 2076",1,AR858590,44,Y,2076,2700000,647990,4 November 2021,0,HINEMOA AVENUE,NORMANHURST,U
